0.857955	0.986964	1.30774	-0.715585
0.858029	1.00462	1.32117	-0.706858
0.858104	1.02265	1.33497	-0.698132
0.858182	1.04106	1.34918	-0.689405
0.858262	1.05986	1.36379	-0.680678
0.858343	1.07909	1.37883	-0.671952
0.858427	1.09874	1.39432	-0.663225
0.858513	1.11884	1.41026	-0.654498
0.858602	1.1394	1.42669	-0.645772
0.858692	1.16046	1.44361	-0.637045
0.858786	1.18202	1.46105	-0.628319
0.858882	1.20411	1.47904	-0.619592
0.85898	1.22675	1.49759	-0.610865
0.859081	1.24997	1.51672	-0.602139
0.859186	1.2738	1.53647	-0.593412
0.859293	1.29825	1.55687	-0.584685
0.859403	1.32337	1.57793	-0.575959
0.859517	1.34917	1.5997	-0.567232
0.859635	1.3757	1.6222	-0.558505
0.859756	1.40299	1.64547	-0.549779
0.859881	1.43108	1.66955	-0.541052
0.86001	1.46001	1.69447	-0.532325
0.860143	1.48981	1.72029	-0.523599
0.86028	1.52054	1.74703	-0.514872
0.860422	1.55224	1.77476	-0.506145
0.860569	1.58497	1.80353	-0.497419
0.860722	1.61878	1.83338	-0.488692
0.860879	1.65373	1.86439	-0.479966
0.861043	1.68989	1.89661	-0.471239
0.861212	1.72732	1.93011	-0.462512
0.861388	1.76611	1.96497	-0.453786
0.861571	1.80632	2.00128	-0.445059
0.861761	1.84805	2.0391	-0.436332
0.861959	1.8914	2.07854	-0.427606
0.862164	1.93645	2.11971	-0.418879
1.3301	3.05901	3.33567	-0.410152
1.29851	3.0591	3.32329	-0.401426
1.26716	3.0592	3.31125	-0.392699
1.23603	3.05929	3.29955	-0.383972
1.20512	3.05938	3.28818	-0.375246
1.17442	3.05948	3.27715	-0.366519
1.14393	3.05957	3.26643	-0.357792
1.11363	3.05967	3.25603	-0.349066
1.08352	3.05976	3.24595	-0.340339
1.05359	3.05986	3.23617	-0.331613
1.02385	3.05996	3.2267	-0.322886
0.994272	3.06005	3.21753	-0.314159
0.979556	3.10675	3.25752	-0.305433
0.980013	3.20548	3.35194	-0.296706
0.980498	3.31011	3.45227	-0.287979
0.981014	3.4212	3.55907	-0.279253
0.981563	3.5394	3.67299	-0.270526
0.982148	3.66543	3.79473	-0.261799
0.982774	3.80011	3.92513	-0.253073
0.983445	3.94438	4.06513	-0.244346
0.950724	4.11804	4.22636	-0.226893
0.913027	4.1184	4.21839	-0.218166
0.875469	4.11876	4.21077	-0.20944
0.838044	4.11912	4.2035	-0.200713
0.800745	4.11948	4.19658	-0.191986
0.763566	4.11984	4.19	-0.18326
0.726502	4.1202	4.18376	-0.174533
0.689545	4.12056	4.17785	-0.165806
0.652689	4.12092	4.17228	-0.15708
0.615929	4.12128	4.16705	-0.148353
0.579259	4.12164	4.16215	-0.139626
0.542672	4.122	4.15757	-0.1309
0.506163	4.12237	4.15332	-0.122173
0.469726	4.12273	4.1494	-0.113446
0.433355	4.12309	4.1458	-0.10472
0.397044	4.12346	4.14253	-0.0959931
0.360788	4.12383	4.13958	-0.0872665
0.324581	4.12419	4.13695	-0.0785398
0.288417	4.12456	4.13463	-0.0698132
0.252292	4.12493	4.13264	-0.0610865
0.216198	4.1253	4.13096	-0.0523599
0.180131	4.12567	4.1296	-0.0436332
0.144085	4.12605	4.12856	-0.0349066
0.108054	4.12642	4.12783	-0.0261799
0.0720335	4.12679	4.12742	-0.0174533
0.0360173	4.12717	4.12733	-0.00872665
7.40852e-09	4.12755	4.12755	0
-0.036622	4.19646	4.19662	0.00872665
-0.0732562	4.19685	4.19749	0.0174533
-0.109909	4.19724	4.19868	0.0261799
-0.146584	4.19763	4.20019	0.0349066
-0.18329	4.19802	4.20202	0.0436332
-0.22003	4.19842	4.20418	0.0523599
-0.25681	4.19881	4.20666	0.0610865
-0.293637	4.19921	4.20947	0.0698132
-0.330517	4.19961	4.2126	0.0785398
-0.367454	4.20002	4.21606	0.0872665
-0.404454	4.20042	4.21985	0.0959931
-0.441525	4.20083	4.22397	0.10472
-0.47867	4.20124	4.22842	0.113446
-0.515898	4.20165	4.2332	0.122173
-0.553212	4.20206	4.23832	0.1309
-0.59062	4.20248	4.24378	0.139626
-0.628127	4.2029	4.24958	0.148353
-0.665741	4.20332	4.25572	0.15708
-0.703466	4.20374	4.2622	0.165806
-0.741309	4.20417	4.26903	0.174533
-0.779277	4.2046	4.27621	0.18326
-0.817376	4.20504	4.28374	0.191986
-0.855613	4.20547	4.29163	0.200713
-0.893994	4.20591	4.29987	0.20944
-0.932526	4.20635	4.30848	0.218166
-0.971216	4.2068	4.31746	0.226893
-1.01007	4.20725	4.3268	0.235619
-1.96658	5.40314	5.7499	0.349066
-1.96725	5.26166	5.6174	0.357792
-1.96789	5.12654	5.49127	0.366519
-1.96851	4.99735	5.37108	0.375246
-1.9691	4.87369	5.25644	0.383972
-1.96966	4.75518	5.14697	0.392699
-1.9702	4.64151	5.04235	0.401426
-1.97072	4.53236	4.94227	0.410152
-1.98331	4.45459	4.87615	0.418879
-2.03021	4.45489	4.89569	0.427606
-2.07749	4.4552	4.91577	0.436332
-2.12517	4.45551	4.93639	0.445059
-2.17325	4.45583	4.95757	0.453786
-2.22176	4.45615	4.97931	0.462512
-2.27069	4.45648	5.00162	0.471239
-2.32007	4.45681	5.02453	0.479966
-2.36991	4.45715	5.04803	0.488692
-2.42022	4.45749	5.07214	0.497419
-2.47102	4.45783	5.09688	0.506145
-2.52232	4.45818	5.12225	0.514872
-2.57414	4.45854	5.14827	0.523599
-2.62649	4.4589	5.17496	0.532325
-2.67939	4.45926	5.20232	0.541052
-2.73287	4.45963	5.23038	0.549779
-2.78692	4.46001	5.25915	0.558505
-2.84158	4.46039	5.28864	0.567232
-2.89687	4.46078	5.31887	0.575959
-2.95279	4.46118	5.34986	0.584685
-3.04749	4.27242	5.24793	0.619592
-3.04788	4.19504	5.18536	0.628319
-3.04826	4.11948	5.12465	0.637045
-3.04863	4.04567	5.06573	0.645772
-3.049	3.97353	5.00852	0.654498
-3.04935	3.90299	4.95297	0.663225
-3.04971	3.834	4.89901	0.671952
-3.05005	3.7665	4.84658	0.680678
-3.05039	3.70042	4.79562	0.689405
-3.05072	3.63571	4.74608	0.698132
-3.05105	3.57232	4.69791	0.706858
-3.05137	3.5102	4.65106	0.715585
-3.05169	3.4493	4.60548	0.724312
-3.052	3.38959	4.56114	0.733038
-3.0523	3.33101	4.51798	0.741765
-3.10289	3.32744	4.5497	0.750492
-3.15802	3.32786	4.58778	0.759218
-3.21408	3.32828	4.62685	0.767945
-3.27112	3.32871	4.66696	0.776672
-3.32915	3.32915	4.70813	0.785398
-3.38823	3.3296	4.75041	0.794125
-3.44838	3.33006	4.79381	0.802851
-3.50965	3.33053	4.8384	0.811578
-3.57207	3.33101	4.88419	0.820305
-3.63569	3.3315	4.93124	0.829031
-3.70056	3.332	4.9796	0.837758
-3.76672	3.33251	5.0293	0.846485
-3.83422	3.33303	5.08039	0.855211
-3.90311	3.33357	5.13293	0.863938
-3.97345	3.33412	5.18696	0.872665
-4.04529	3.33468	5.24256	0.881391
-3.86339	2.65524	4.68786	0.968658
-3.86368	2.60608	4.66044	0.977384
-3.86396	2.5575	4.63368	0.986111
-3.86425	2.50947	4.60759	0.994838
-3.86453	2.46198	4.58213	1.00356
-3.86481	2.415	4.5573	1.01229
-3.86509	2.36853	4.53308	1.02102
-3.86536	2.32254	4.50946	1.02974
-3.86564	2.27704	4.48643	1.03847
-3.86591	2.23199	4.46397	1.0472
-3.86619	2.18738	4.44207	1.05592
-3.86646	2.14321	4.42073	1.06465
-3.86673	2.09946	4.39992	1.07338
-3.86699	2.05612	4.37964	1.0821
-3.86726	2.01317	4.35988	1.09083
-3.86753	1.9706	4.34063	1.09956
-3.86779	1.92841	4.32187	1.10828
-3.86806	1.88658	4.30361	1.11701
-3.86832	1.84509	4.28582	1.12574
-3.86858	1.80395	4.26851	1.13446
-3.86885	1.76314	4.25166	1.14319
-3.86911	1.72264	4.23527	1.15192
-3.88352	1.6886	4.23475	1.16064
-3.97995	1.68939	4.32366	1.16937
-4.08052	1.69021	4.41672	1.1781
-2.85553	1.15371	3.07979	1.18682
-2.85572	1.1249	3.06929	1.19555
-2.85591	1.09628	3.05909	1.20428
-2.8561	1.06785	3.0492	1.213
-2.85629	1.0396	3.0396	1.22173
-2.85648	1.01153	3.03029	1.23046
-2.85667	0.98363	3.02127	1.23918
-2.85686	0.955892	3.01254	1.24791
-2.85705	0.928311	3.00408	1.25664
-2.85724	0.900884	2.9959	1.26536
-2.85743	0.873603	2.98799	1.27409
-2.85762	0.846465	2.98035	1.28282
-2.85781	0.819463	2.97297	1.29154
-2.858	0.792592	2.96586	1.30027
-2.85819	0.765849	2.95901	1.309
-2.85838	0.739226	2.95242	1.31772
-2.85857	0.71272	2.94608	1.32645
-2.85876	0.686326	2.93999	1.33518
-2.85895	0.66004	2.93415	1.3439
-2.85914	0.633855	2.92855	1.35263
-2.85933	0.607769	2.92321	1.36136
-2.85952	0.581776	2.9181	1.37008
-2.85971	0.555871	2.91323	1.37881
-2.8599	0.530051	2.90861	1.38754
-2.86009	0.504312	2.90422	1.39626
-2.86029	0.478648	2.90006	1.40499
-2.86048	0.453056	2.89614	1.41372
-2.86067	0.427531	2.89244	1.42244
-2.86087	0.402069	2.88898	1.43117
-2.86106	0.376666	2.88575	1.4399
-2.86126	0.351318	2.88275	1.44862
-2.86145	0.326021	2.87997	1.45735
-2.86165	0.300772	2.87741	1.46608
-2.86185	0.275565	2.87508	1.4748
-2.86205	0.250397	2.87298	1.48353
-2.86224	0.225263	2.87109	1.49226
-2.86244	0.200162	2.86943	1.50098
-2.86264	0.175087	2.86799	1.50971
-3.1104	0.163009	3.11467	1.51844
-3.99663	0.174496	4.00043	1.52716
-3.99691	0.139575	3.99934	1.53589
-3.99719	0.10467	3.99856	1.54462
-3.99748	0.0697763	3.99809	1.55334
-3.99777	0.034888	3.99792	1.56207
